[00:00.000 --> 00:29.980]  Thank you.
[01:16:34.760 --> 01:16:35.880]  is the
[01:16:35.880 --> 01:16:36.440]  cathode
[01:16:36.440 --> 01:16:37.320]  and that
[01:16:37.320 --> 01:16:37.680]  smaller
[01:16:37.680 --> 01:16:38.200]  structure
[01:16:38.200 --> 01:16:39.220]  is the
[01:16:39.220 --> 01:16:39.780]  anode,
[01:16:40.900 --> 01:16:41.200]  okay?
[01:16:41.720 --> 01:16:42.180]  So,
[01:16:42.380 --> 01:16:43.240]  if you
[01:16:43.240 --> 01:16:44.340]  were to
[01:16:44.340 --> 01:16:45.080]  draw this
[01:16:45.080 --> 01:16:45.580]  as an
[01:16:45.580 --> 01:16:46.080]  equivalent
[01:16:46.080 --> 01:16:47.120]  symbol,
[01:16:47.480 --> 01:16:47.720]  right,
[01:16:48.160 --> 01:16:49.160]  this would
[01:16:49.160 --> 01:16:50.280]  be the
[01:16:50.280 --> 01:16:50.820]  light
[01:16:50.820 --> 01:16:51.260]  emitting
[01:16:51.260 --> 01:16:51.740]  diode,
[01:16:52.620 --> 01:16:52.900]  right?
[01:16:53.720 --> 01:16:54.800]  And you
[01:16:54.800 --> 01:16:55.980]  encircle it
[01:16:55.980 --> 01:16:56.940]  sometimes
[01:16:56.940 --> 01:16:57.500]  and then
[01:16:57.500 --> 01:16:58.480]  you put
[01:16:58.480 --> 01:16:59.180]  a symbol
[01:16:59.180 --> 01:17:00.260]  like this
[01:17:00.260 --> 01:17:01.360]  to indicate
[01:17:01.360 --> 01:17:02.180]  that it
[01:17:02.180 --> 01:17:03.000]  is an
[01:17:03.000 --> 01:17:03.600]  LED.
[01:17:04.940 --> 01:17:05.420]  These
[01:17:05.420 --> 01:17:06.680]  wiggly
[01:17:06.680 --> 01:17:07.340]  arrows
[01:17:07.340 --> 01:17:07.820]  that you
[01:17:07.820 --> 01:17:08.360]  see over
[01:17:08.360 --> 01:17:08.880]  here
[01:17:08.880 --> 01:17:09.920]  are
[01:17:09.920 --> 01:17:10.560]  a
[01:17:10.560 --> 01:17:11.120]  statement
[01:17:11.120 --> 01:17:12.100]  or an
[01:17:12.100 --> 01:17:13.240]  identifier
[01:17:13.240 --> 01:17:14.180]  that says
[01:17:14.180 --> 01:17:14.720]  that it
[01:17:14.720 --> 01:17:15.420]  emits
[01:17:15.420 --> 01:17:16.400]  photons.
[01:17:16.820 --> 01:17:17.080]  It
[01:17:17.080 --> 01:17:17.680]  emits
[01:17:17.680 --> 01:17:19.360]  light,
[01:17:20.000 --> 01:17:20.240]  alright?
[01:17:21.240 --> 01:17:21.620]  Without
[01:17:21.620 --> 01:17:22.160]  it,
[01:17:23.200 --> 01:17:23.840]  people will
[01:17:23.840 --> 01:17:24.460]  not know
[01:17:24.460 --> 01:17:25.000]  if it
[01:17:25.000 --> 01:17:25.420]  is
[01:17:25.420 --> 01:17:26.200]  an
[01:17:26.200 --> 01:17:26.780]  ordinary
[01:17:26.780 --> 01:17:27.320]  diode
[01:17:27.320 --> 01:17:28.160]  or whatever.
[01:17:28.500 --> 01:17:28.500] 
[01:17:29.220 --> 01:17:29.580]  meron na
[01:17:29.580 --> 01:17:29.800]  kayong
[01:17:29.800 --> 01:17:30.180]  tatlong
[01:17:30.180 --> 01:17:30.760]  symbol
[01:17:30.760 --> 01:17:31.480]  na LED
[01:17:31.480 --> 01:17:32.200]  na alam.
[01:17:32.480 --> 01:17:32.640]  The
[01:17:32.640 --> 01:17:33.300]  ordinary
[01:17:33.300 --> 01:17:33.980]  diode,
[01:17:34.980 --> 01:17:35.320]  alright,
[01:17:35.420 --> 01:17:36.300]  sorry,
[01:17:36.540 --> 01:17:36.860]  you shouldn't
[01:17:36.860 --> 01:17:37.320]  have entered
[01:17:37.320 --> 01:17:37.880]  over there.
[01:17:38.100 --> 01:17:38.220]  The
[01:17:38.220 --> 01:17:38.720]  ordinary
[01:17:38.720 --> 01:17:39.280]  diode,
[01:17:40.000 --> 01:17:40.220]  the
[01:17:40.220 --> 01:17:42.560]  one with
[01:17:42.560 --> 01:17:42.740]  the
[01:17:42.740 --> 01:17:43.460]  wingtips,
[01:17:44.040 --> 01:17:44.340]  alright,
[01:17:44.520 --> 01:17:44.880]  which is
[01:17:44.880 --> 01:17:45.080]  the
[01:17:45.080 --> 01:17:45.360]  zener,
[01:17:46.200 --> 01:17:46.560]  and
[01:17:46.560 --> 01:17:47.540]  this one
[01:17:47.540 --> 01:17:47.940]  that we
[01:17:47.940 --> 01:17:48.500]  just talked
[01:17:48.500 --> 01:17:48.880]  about
[01:17:48.880 --> 01:17:49.720]  right now
[01:17:49.720 --> 01:17:50.220]  where
[01:17:50.220 --> 01:17:50.760]  sometimes
[01:17:50.760 --> 01:17:51.040]  there's
[01:17:51.040 --> 01:17:51.480]  a circle,
[01:17:51.640 --> 01:17:51.900]  sometimes
[01:17:51.900 --> 01:17:52.280]  there's
[01:17:52.280 --> 01:17:52.560]  not,
[01:17:52.720 --> 01:17:52.880]  but
[01:17:52.880 --> 01:17:53.600]  there's
[01:17:53.600 --> 01:17:53.860]  those
[01:17:53.860 --> 01:17:54.280]  wiggly
[01:17:54.280 --> 01:17:54.600]  arrow
[01:17:54.600 --> 01:17:55.140]  lines
[01:17:55.140 --> 01:17:55.640]  which
[01:17:55.640 --> 01:17:56.200]  identify
[01:17:56.200 --> 01:17:56.880]  it as
[01:17:56.880 --> 01:17:57.380]  an
[01:17:57.380 --> 01:17:57.720]  LED.
[01:17:58.720 --> 01:17:58.800]  Okay?
[01:17:59.400 --> 01:17:59.600]  Alright,
[01:18:00.040 --> 01:18:00.400]  so
[01:18:00.400 --> 01:18:01.400]  there's
[01:18:01.400 --> 01:18:01.720]  a
[01:18:01.720 --> 01:18:02.080]  little
[01:18:02.080 --> 01:18:02.440]  flat
[01:18:02.440 --> 01:18:02.940]  spot
[01:18:02.940 --> 01:18:03.460]  on
[01:18:03.460 --> 01:18:03.740]  the
[01:18:03.740 --> 01:18:04.760]  encapsulation
[01:18:04.760 --> 01:18:05.720]  and
[01:18:05.720 --> 01:18:07.740]  which
[01:18:07.740 --> 01:18:09.100]  is
[01:18:09.100 --> 01:18:09.280]  there
[01:18:09.280 --> 01:18:09.480]  so
[01:18:09.480 --> 01:18:09.680]  that
[01:18:09.680 --> 01:18:09.860]  when
[01:18:09.860 --> 01:18:10.020]  you
[01:18:10.020 --> 01:18:10.660]  put
[01:18:10.660 --> 01:18:10.840]  it
[01:18:10.840 --> 01:18:11.180]  into
[01:18:11.180 --> 01:18:11.580]  a
[01:18:11.580 --> 01:18:12.940]  panel
[01:18:12.940 --> 01:18:13.200]  or
[01:18:13.200 --> 01:18:13.580]  whatever,
[01:18:13.740 --> 01:18:14.040]  sometimes
[01:18:14.040 --> 01:18:14.520]  that is
[01:18:14.520 --> 01:18:14.840]  used
[01:18:14.840 --> 01:18:15.660]  as a
[01:18:15.660 --> 01:18:16.600]  way
[01:18:16.600 --> 01:18:17.400]  to stop
[01:18:17.400 --> 01:18:17.660]  the
[01:18:17.660 --> 01:18:17.860]  thing
[01:18:17.860 --> 01:18:18.080]  from
[01:18:18.080 --> 01:18:18.580]  rotating.
[01:18:19.580 --> 01:18:19.640]  Alright?
[01:18:19.940 --> 01:18:20.160]  But
[01:18:20.160 --> 01:18:21.020]  bottom line
[01:18:21.020 --> 01:18:21.600]  is you
[01:18:21.600 --> 01:18:21.900]  have a
[01:18:21.900 --> 01:18:22.340]  cathode,
[01:18:22.560 --> 01:18:23.040]  it might
[01:18:23.040 --> 01:18:23.220]  be
[01:18:23.220 --> 01:18:24.040]  identifiable
[01:18:24.040 --> 01:18:24.660]  if you
[01:18:24.660 --> 01:18:24.980]  can see
[01:18:24.980 --> 01:18:25.200]  through
[01:18:25.200 --> 01:18:25.380]  the
[01:18:25.380 --> 01:18:25.680]  LED
[01:18:25.680 --> 01:18:26.400]  which
[01:18:26.400 --> 01:18:26.580]  one
[01:18:26.580 --> 01:18:26.720]  is
[01:18:26.720 --> 01:18:26.880]  the
[01:18:26.880 --> 01:18:27.360]  cathode
[01:18:27.360 --> 01:18:27.940]  and
[01:18:27.940 --> 01:18:28.140]  which
[01:18:28.140 --> 01:18:28.340]  one
[01:18:28.340 --> 01:18:28.460]  is
[01:18:28.460 --> 01:18:28.620]  the
[01:18:28.620 --> 01:18:28.960]  anode.
[01:18:29.380 --> 01:18:29.500]  Okay?
[01:18:29.920 --> 01:18:30.100]  To
[01:18:30.100 --> 01:18:30.380]  make
[01:18:30.380 --> 01:18:30.660]  this
[01:18:30.660 --> 01:18:30.880]  thing
[01:18:30.880 --> 01:18:31.220]  light,
[01:18:31.460 --> 01:18:31.640]  we
[01:18:31.640 --> 01:18:31.880]  have
[01:18:31.880 --> 01:18:32.040]  to
[01:18:32.040 --> 01:18:32.300]  put
[01:18:32.300 --> 01:18:32.620]  a
[01:18:32.620 --> 01:18:33.100]  limiting
[01:18:33.100 --> 01:18:33.680]  resistor
[01:18:33.680 --> 01:18:34.340]  and
[01:18:34.340 --> 01:18:34.600]  a
[01:18:34.600 --> 01:18:34.860]  power
[01:18:34.860 --> 01:18:35.460]  source
[01:18:35.460 --> 01:18:37.660]  that
[01:18:37.660 --> 01:18:38.320]  flows
[01:18:38.320 --> 01:18:38.560]  the
[01:18:38.560 --> 01:18:38.980]  current
[01:18:38.980 --> 01:18:39.460]  in
[01:18:39.460 --> 01:18:39.700]  the
[01:18:39.700 --> 01:18:40.120]  correct
[01:18:40.120 --> 01:18:40.940]  direction
[01:18:40.940 --> 01:18:41.500]  to
[01:18:41.500 --> 01:18:41.780]  light
[01:18:41.780 --> 01:18:42.040]  up
[01:18:42.040 --> 01:18:42.500]  our
[01:18:42.500 --> 01:18:43.060]  LED.
[01:18:43.980 --> 01:18:44.240]  Alright?
[01:18:44.980 --> 01:18:45.280]  In
[01:18:45.280 --> 01:18:45.640]  there,
[01:18:45.800 --> 01:18:46.120]  in that
[01:18:46.120 --> 01:18:46.620]  tiny
[01:18:46.620 --> 01:18:47.000]  little
[01:18:47.000 --> 01:18:47.520]  structure,
[01:18:48.260 --> 01:18:48.660]  it's
[01:18:48.660 --> 01:18:49.380]  mostly
[01:18:49.380 --> 01:18:50.700]  just
[01:18:50.700 --> 01:18:52.280]  the
[01:18:52.280 --> 01:18:52.900]  posts
[01:18:52.900 --> 01:18:53.580]  or
[01:18:53.580 --> 01:18:53.920]  the
[01:18:53.920 --> 01:18:54.400]  material
[01:18:54.400 --> 01:18:54.840]  that
[01:18:54.840 --> 01:18:55.560]  holds
[01:18:55.560 --> 01:18:56.280]  the
[01:18:56.280 --> 01:18:57.000]  actual
[01:18:57.000 --> 01:18:57.960]  semiconductor
[01:18:57.960 --> 01:18:58.800]  which
[01:18:58.800 --> 01:18:59.000]  is
[01:18:59.000 --> 01:18:59.240]  that
[01:18:59.240 --> 01:18:59.960]  tiny
[01:18:59.960 --> 01:19:00.480]  little
[01:19:00.480 --> 01:19:01.000]  thing
[01:19:01.000 --> 01:19:01.500]  there.
[01:19:02.580 --> 01:19:02.880]  Okay?
[01:19:02.920 --> 01:19:03.060]  It's
[01:19:03.060 --> 01:19:03.500]  a tiny
[01:19:03.500 --> 01:19:03.840]  little
[01:19:03.840 --> 01:19:04.160]  thing
[01:19:04.160 --> 01:19:04.420]  over
[01:19:04.420 --> 01:19:04.980]  there,
[01:19:05.820 --> 01:19:06.120]  right?
[01:19:06.980 --> 01:19:07.500]  Sitting
[01:19:07.500 --> 01:19:08.060]  on
[01:19:08.060 --> 01:19:08.480]  the
[01:19:08.480 --> 01:19:08.960]  carrier
[01:19:08.960 --> 01:19:10.020]  which
[01:19:10.020 --> 01:19:10.300]  is
[01:19:10.300 --> 01:19:10.740]  made
[01:19:10.740 --> 01:19:11.080]  out
[01:19:11.080 --> 01:19:11.380]  of
[01:19:11.380 --> 01:19:11.840]  copper.
[01:19:12.880 --> 01:19:13.020]  Alright?
[01:19:13.840 --> 01:19:14.180]  So
[01:19:14.180 --> 01:19:14.980]  this
[01:19:14.980 --> 01:19:15.580]  larger
[01:19:15.580 --> 01:19:16.060]  structure
[01:19:16.060 --> 01:19:16.420]  here
[01:19:16.420 --> 01:19:16.680]  is
[01:19:16.680 --> 01:19:17.200]  necessary
[01:19:17.200 --> 01:19:17.520]  because
[01:19:17.520 --> 01:19:17.880]  that's
[01:19:17.880 --> 01:19:18.020]  what
[01:19:18.020 --> 01:19:18.180]  the
[01:19:18.180 --> 01:19:19.560]  semiconductor
[01:19:19.560 --> 01:19:20.240]  is
[01:19:20.240 --> 01:19:21.020]  bonded
[01:19:21.020 --> 01:19:21.440]  to.
[01:19:22.060 --> 01:19:22.300]  It
[01:19:22.300 --> 01:19:22.600]  also
[01:19:22.600 --> 01:19:23.360]  provides
[01:19:23.360 --> 01:19:23.800]  a
[01:19:23.800 --> 01:19:24.320]  heat
[01:19:24.320 --> 01:19:24.980]  conduction
[01:19:24.980 --> 01:19:25.500]  path
[01:19:25.500 --> 01:19:26.100]  for
[01:19:26.100 --> 01:19:26.600]  whatever
[01:19:26.600 --> 01:19:27.020]  heat
[01:19:27.020 --> 01:19:27.220]  is
[01:19:27.220 --> 01:19:27.680]  produced
[01:19:27.680 --> 01:19:27.980]  by
[01:19:27.980 --> 01:19:28.320]  our
[01:19:28.320 --> 01:19:29.040]  semiconductor.
[01:19:29.400 --> 01:19:29.540]  This
[01:19:29.540 --> 01:19:29.900]  allows
[01:19:29.900 --> 01:19:30.140]  the
[01:19:30.140 --> 01:19:30.400]  heat
[01:19:30.400 --> 01:19:30.880]  to
[01:19:30.880 --> 01:19:31.300]  actually
[01:19:31.300 --> 01:19:31.900]  propagate
[01:19:31.900 --> 01:19:32.240]  through
[01:19:32.240 --> 01:19:32.440]  the
[01:19:32.440 --> 01:19:32.740]  metal
[01:19:32.740 --> 01:19:33.000]  and
[01:19:33.000 --> 01:19:33.180]  go
[01:19:33.180 --> 01:19:33.320]  to
[01:19:33.320 --> 01:19:33.520]  the
[01:19:33.520 --> 01:19:33.920]  legs
[01:19:33.920 --> 01:19:34.740]  and
[01:19:34.740 --> 01:19:35.440]  thus
[01:19:35.440 --> 01:19:36.660]  dissipate
[01:19:36.660 --> 01:19:37.100]  what
[01:19:37.100 --> 01:19:37.560]  little
[01:19:37.560 --> 01:19:37.900]  amount
[01:19:37.900 --> 01:19:38.060]  of
[01:19:38.060 --> 01:19:38.260]  heat
[01:19:38.260 --> 01:19:38.440]  is
[01:19:38.440 --> 01:19:38.780]  actually
[01:19:38.780 --> 01:19:39.320]  produced
[01:19:39.320 --> 01:19:39.580]  to
[01:19:39.580 --> 01:19:39.740]  the
[01:19:39.740 --> 01:19:40.260]  environment.
[01:19:41.020 --> 01:19:41.380]  For
[01:19:41.380 --> 01:19:41.720]  small
[01:19:41.720 --> 01:19:42.040]  LEDs
[01:19:42.040 --> 01:19:42.380]  like
[01:19:42.380 --> 01:19:42.660]  this,
[01:19:42.760 --> 01:19:43.300]  the
[01:19:43.300 --> 01:19:43.560]  heat
[01:19:43.560 --> 01:19:43.780]  is
[01:19:43.780 --> 01:19:44.100]  quite
[01:19:44.100 --> 01:19:44.740]  small,
[01:19:45.040 --> 01:19:45.140]  so
[01:19:45.140 --> 01:19:45.340]  it's
[01:19:45.340 --> 01:19:45.580]  pretty
[01:19:45.580 --> 01:19:46.060]  straightforward.
[01:19:46.780 --> 01:19:47.300]  Obviously
[01:19:47.300 --> 01:19:48.040]  for those
[01:19:48.040 --> 01:19:48.360]  that are
[01:19:48.360 --> 01:19:48.600]  running
[01:19:48.600 --> 01:19:48.860]  under
[01:19:48.860 --> 01:19:49.120]  much
[01:19:49.120 --> 01:19:49.400]  higher
[01:19:49.400 --> 01:19:49.860]  power,
[01:19:50.340 --> 01:19:50.560]  like
[01:19:50.560 --> 01:19:50.880]  those
[01:19:50.880 --> 01:19:51.060]  that
[01:19:51.060 --> 01:19:51.160]  are
[01:19:51.160 --> 01:19:51.440]  used
[01:19:51.440 --> 01:19:51.700]  for
[01:19:51.700 --> 01:19:52.220]  lighting
[01:19:52.220 --> 01:19:52.800]  purposes,
[01:19:53.300 --> 01:19:53.440]  we
[01:19:53.440 --> 01:19:53.720]  know
[01:19:53.720 --> 01:19:53.940]  that
[01:19:53.940 --> 01:19:54.560]  the LED
[01:19:54.560 --> 01:19:55.180]  units
[01:19:56.600 --> 01:19:59.840]  are
[01:19:59.840 --> 01:20:04.580]  fantastically
[01:20:04.580 --> 01:20:05.200]  efficient,
[01:20:05.520 --> 01:20:05.900]  they
[01:20:05.900 --> 01:20:06.160]  are
[01:20:06.160 --> 01:20:06.740]  not.
[01:20:07.740 --> 01:20:08.520]  It's
[01:20:08.520 --> 01:20:08.860]  just
[01:20:08.860 --> 01:20:09.200]  that
[01:20:09.200 --> 01:20:09.440]  they
[01:20:09.440 --> 01:20:09.780]  are
[01:20:09.780 --> 01:20:11.000]  still
[01:20:11.000 --> 01:20:11.640]  much
[01:20:11.640 --> 01:20:11.960]  more
[01:20:11.960 --> 01:20:12.440]  efficient
[01:20:12.440 --> 01:20:13.160]  than
[01:20:13.160 --> 01:20:13.860]  previous
[01:20:13.860 --> 01:20:14.620]  technologies,
[01:20:15.240 --> 01:20:15.440]  but
[01:20:15.440 --> 01:20:15.660]  they
[01:20:15.660 --> 01:20:15.900]  are
[01:20:15.900 --> 01:20:16.320]  far
[01:20:16.320 --> 01:20:16.660]  from
[01:20:16.660 --> 01:20:17.280]  perfect.
[01:20:17.280 --> 01:20:17.920]  The
[01:20:17.920 --> 01:20:18.340]  fact
[01:20:18.340 --> 01:20:18.620]  that
[01:20:18.620 --> 01:20:18.840]  they
[01:20:18.840 --> 01:20:19.160]  get
[01:20:19.160 --> 01:20:19.860]  hot
[01:20:19.860 --> 01:20:20.940]  basically
[01:20:20.940 --> 01:20:21.520]  means
[01:20:21.520 --> 01:20:22.360]  some
[01:20:22.360 --> 01:20:22.720]  of
[01:20:22.720 --> 01:20:22.900]  the
[01:20:22.900 --> 01:20:23.460]  power
[01:20:23.460 --> 01:20:23.900]  going
[01:20:23.900 --> 01:20:24.220]  in,
[01:20:24.360 --> 01:20:24.560]  some
[01:20:24.560 --> 01:20:24.740]  of
[01:20:24.740 --> 01:20:24.960]  that
[01:20:24.960 --> 01:20:25.900]  electricity
[01:20:25.900 --> 01:20:26.900]  is
[01:20:26.900 --> 01:20:27.360]  being
[01:20:27.360 --> 01:20:28.020]  converted
[01:20:28.020 --> 01:20:28.840]  into
[01:20:28.840 --> 01:20:30.960]  something
[01:20:30.960 --> 01:20:31.340]  that
[01:20:31.340 --> 01:20:31.600]  is
[01:20:31.600 --> 01:20:32.000]  not
[01:20:32.000 --> 01:20:32.840]  light.
[01:20:33.640 --> 01:20:33.720]  Okay?
[01:20:34.180 --> 01:20:34.500]  So
[01:20:34.500 --> 01:20:34.920]  some
[01:20:34.920 --> 01:20:35.160]  of
[01:20:35.160 --> 01:20:35.380]  that
[01:20:35.380 --> 01:20:35.960]  electricity
[01:20:35.960 --> 01:20:36.600]  is
[01:20:36.600 --> 01:20:36.960]  being
[01:20:36.960 --> 01:20:37.420]  converted
[01:20:37.420 --> 01:20:37.800]  into
[01:20:37.800 --> 01:20:38.240]  something
[01:20:38.240 --> 01:20:38.480]  that
[01:20:38.480 --> 01:20:38.840]  isn't
[01:20:38.840 --> 01:20:39.200]  light.
[01:20:39.700 --> 01:20:39.820]  The
[01:20:39.820 --> 01:20:40.120]  fact
[01:20:40.120 --> 01:20:40.340]  that
[01:20:40.340 --> 01:20:40.540]  it
[01:20:40.540 --> 01:20:40.780]  gets
[01:20:40.780 --> 01:20:41.200]  hot
[01:20:41.200 --> 01:20:41.880]  means
[01:20:41.880 --> 01:20:42.080]  that
[01:20:42.080 --> 01:20:42.340]  some
[01:20:42.340 --> 01:20:42.460]  of
[01:20:42.460 --> 01:20:42.640]  that
[01:20:42.640 --> 01:20:43.060]  energy
[01:20:43.060 --> 01:20:43.320]  is
[01:20:43.320 --> 01:20:43.760]  lost
[01:20:43.760 --> 01:20:44.120]  as
[01:20:44.120 --> 01:20:44.980]  thermal
[01:20:44.980 --> 01:20:45.800]  dissipation.
[01:20:46.560 --> 01:20:46.640]  Okay?
[01:20:47.140 --> 01:20:47.480]  All right.
[01:20:47.620 --> 01:20:47.740]  So
[01:20:47.740 --> 01:20:48.100]  there's
[01:20:48.100 --> 01:20:48.380]  your
[01:20:48.380 --> 01:20:48.820]  LED
[01:20:48.820 --> 01:20:49.540]  construction.
[01:20:50.800 --> 01:20:51.020]  Oh,
[01:20:51.080 --> 01:20:51.340]  here we
[01:20:51.340 --> 01:20:51.520]  go.
[01:20:51.640 --> 01:20:51.900]  All right.
[01:20:52.080 --> 01:20:52.280]  So
[01:20:52.280 --> 01:20:52.840]  here
[01:20:52.840 --> 01:20:53.080]  are
[01:20:53.080 --> 01:20:53.680]  examples
[01:20:53.680 --> 01:20:54.380]  of
[01:20:54.380 --> 01:20:54.700]  what
[01:20:54.700 --> 01:20:54.880]  we
[01:20:54.880 --> 01:20:55.120]  call
[01:20:55.120 --> 01:20:56.380]  COB
[01:20:56.380 --> 01:20:56.940]  or
[01:20:56.940 --> 01:20:57.280]  chip
[01:20:57.280 --> 01:20:57.620]  on
[01:20:57.620 --> 01:20:58.020]  board
[01:20:58.020 --> 01:20:58.720]  construction.
[01:20:59.520 --> 01:20:59.760]  All right?
[01:21:00.040 --> 01:21:00.260]  So
[01:21:00.260 --> 01:21:00.500]  the
[01:21:00.500 --> 01:21:00.800]  board
[01:21:00.800 --> 01:21:01.400]  itself
[01:21:01.400 --> 01:21:02.580]  contains
[01:21:02.580 --> 01:21:03.280]  several
[01:21:03.280 --> 01:21:03.820]  chips
[01:21:03.820 --> 01:21:04.480]  such as
[01:21:04.480 --> 01:21:04.880]  this.
[01:21:05.320 --> 01:21:05.600]  All right?
[01:21:06.100 --> 01:21:06.360]  And
[01:21:06.360 --> 01:21:06.760]  this is
[01:21:06.760 --> 01:21:07.120]  what you
[01:21:07.120 --> 01:21:07.340]  would
[01:21:07.340 --> 01:21:07.700]  see
[01:21:07.700 --> 01:21:08.080]  on
[01:21:08.080 --> 01:21:10.360]  inside
[01:21:10.360 --> 01:21:11.220]  that
[01:21:11.220 --> 01:21:16.280]  looking
[01:21:16.280 --> 01:21:16.560]  for
[01:21:16.560 --> 01:21:17.060]  what
[01:21:17.060 --> 01:21:17.260]  time
[01:21:17.260 --> 01:21:17.380]  is
[01:21:17.380 --> 01:21:17.560]  it?
[01:21:18.300 --> 01:21:18.520]  All right?
[01:21:20.020 --> 01:21:20.760]  Wala yung
[01:21:20.760 --> 01:21:21.140]  example
[01:21:21.140 --> 01:21:21.520]  korito.
[01:21:21.940 --> 01:21:22.160]  Okay?
[01:21:22.160 --> 01:21:23.640]  What
[01:21:23.640 --> 01:21:23.800]  would
[01:21:23.800 --> 01:21:24.020]  happen
[01:21:24.020 --> 01:21:24.420]  or
[01:21:24.420 --> 01:21:24.660]  what
[01:21:24.660 --> 01:21:24.820]  would
[01:21:24.820 --> 01:21:24.940]  you
[01:21:24.940 --> 01:21:25.140]  see
[01:21:25.140 --> 01:21:25.320]  if
[01:21:25.320 --> 01:21:25.440]  you
[01:21:25.440 --> 01:21:25.660]  took
[01:21:25.660 --> 01:21:25.960]  off
[01:21:25.960 --> 01:21:26.240]  the
[01:21:26.240 --> 01:21:27.780]  translucent
[01:21:27.780 --> 01:21:28.640]  bulb
[01:21:28.640 --> 01:21:28.980]  on
[01:21:28.980 --> 01:21:29.820]  the
[01:21:29.820 --> 01:21:30.500]  LEDs
[01:21:30.500 --> 01:21:31.160]  that
[01:21:31.160 --> 01:21:31.360]  are
[01:21:31.360 --> 01:21:31.760]  shaped
[01:21:31.760 --> 01:21:32.080]  like
[01:21:32.080 --> 01:21:32.560]  a
[01:21:32.560 --> 01:21:32.980]  standard
[01:21:32.980 --> 01:21:33.400]  Edison
[01:21:33.400 --> 01:21:33.820]  bulb?
[01:21:34.420 --> 01:21:34.560]  Okay?
[01:21:34.880 --> 01:21:35.100]  So
[01:21:35.100 --> 01:21:35.580]  in this
[01:21:35.580 --> 01:21:36.000]  case,
[01:21:36.360 --> 01:21:37.020]  we see
[01:21:37.020 --> 01:21:37.200]  that
[01:21:37.200 --> 01:21:37.420]  there's
[01:21:37.420 --> 01:21:37.580]  a
[01:21:37.580 --> 01:21:37.880]  mixture.
[01:21:38.120 --> 01:21:38.180]  We
[01:21:38.180 --> 01:21:38.360]  can
[01:21:38.360 --> 01:21:38.520]  see
[01:21:38.520 --> 01:21:38.700]  that
[01:21:38.700 --> 01:21:38.880]  there
[01:21:38.880 --> 01:21:39.120]  are
[01:21:39.120 --> 01:21:39.640]  yellow
[01:21:39.640 --> 01:21:40.200]  colored
[01:21:40.200 --> 01:21:40.700]  LEDs
[01:21:40.700 --> 01:21:41.440]  and
[01:21:41.440 --> 01:21:41.640]  there
[01:21:41.640 --> 01:21:41.880]  are
[01:21:41.880 --> 01:21:42.280]  white
[01:21:42.280 --> 01:21:42.660]  colored
[01:21:42.660 --> 01:21:43.120]  ones.
[01:21:43.680 --> 01:21:43.820]  And
[01:21:43.820 --> 01:21:44.160]  this
[01:21:44.160 --> 01:21:44.680]  is
[01:21:44.680 --> 01:21:45.660]  a
[01:21:45.660 --> 01:21:46.040]  mixture
[01:21:46.040 --> 01:21:46.740]  of
[01:21:46.740 --> 01:21:47.320]  two
[01:21:47.320 --> 01:21:47.940]  different
[01:21:47.940 --> 01:21:48.420]  LED
[01:21:48.420 --> 01:21:49.000]  types
[01:21:49.000 --> 01:21:49.520]  which
[01:21:49.520 --> 01:21:50.000]  produce
[01:21:50.000 --> 01:21:50.240]  a
[01:21:50.240 --> 01:21:50.780]  different
[01:21:50.780 --> 01:21:52.600]  color
[01:21:52.600 --> 01:21:53.940]  output.
[01:21:54.140 --> 01:21:54.340]  So
[01:21:54.340 --> 01:21:55.020]  these
[01:21:55.020 --> 01:21:55.440]  ones
[01:21:55.440 --> 01:21:55.640]  are
[01:21:55.640 --> 01:21:55.900]  used
[01:21:55.900 --> 01:21:56.060]  to
[01:21:56.060 --> 01:21:56.420]  produce
[01:21:56.420 --> 01:21:56.640]  the
[01:21:56.640 --> 01:21:56.900]  more
[01:21:56.900 --> 01:21:57.520]  yellow
[01:21:57.520 --> 01:21:58.960]  very
[01:21:58.960 --> 01:22:00.880]  incandescent
[01:22:00.880 --> 01:22:01.280]  colored
[01:22:01.280 --> 01:22:01.980]  type of
[01:22:01.980 --> 01:22:02.320]  light
[01:22:02.320 --> 01:22:04.600]  3400
[01:22:04.600 --> 01:22:05.200]  Kelvin
[01:22:05.200 --> 01:22:05.220] !
[01:22:05.220 --> 01:22:05.740]  type
[01:22:05.740 --> 01:22:06.140]  thing
[01:22:06.140 --> 01:22:06.980]  whereas
[01:22:06.980 --> 01:22:07.580]  these
[01:22:07.580 --> 01:22:08.060]  ones
[01:22:08.060 --> 01:22:08.440]  are
[01:22:08.440 --> 01:22:09.000]  producing
[01:22:09.000 --> 01:22:09.500]  the
[01:22:09.500 --> 01:22:10.000]  very
[01:22:10.000 --> 01:22:10.540]  white
[01:22:10.540 --> 01:22:10.900]  going
[01:22:10.900 --> 01:22:11.280]  towards
[01:22:11.280 --> 01:22:11.880]  bluish
[01:22:11.880 --> 01:22:12.240]  kind
[01:22:12.240 --> 01:22:12.400]  of
[01:22:12.400 --> 01:22:12.720]  color
[01:22:12.720 --> 01:22:13.600]  something
[01:22:13.600 --> 01:22:13.860]  in
[01:22:13.860 --> 01:22:14.000]  the
[01:22:14.000 --> 01:22:14.280]  order
[01:22:14.280 --> 01:22:14.500]  of
[01:22:14.500 --> 01:22:14.860]  about
